model;dataset;fold;masking;MAE prefixes;MAE;MSE;RMSE;configuration
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;73,76601288517286;98,98416975112188;0,42585488189355847;0,571735806406804;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;100,21201391976203;110,06462590834674;0,574945367712969;0,6908849990605443;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;92,19479087003562;98,78804434982001;0,5355204854275672;0,6538698749234051;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;92,19479087003562;98,78804434982001;0,5355204854275672;0,6538698749234051;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;54,236815496105145;86,1292255918185;0,24286442475082975;0,3918035103502034;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;59,482716042164604;92,3669594724973;0,2631417996234218;0,41790370364024326;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;63,25785721630761;87,53552337487538;0,27572970504854144;0,4379419764771945;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;51,76251725763284;10,931339468661841;3,846558300218963;1,7033747825155445;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;24,38213903633889;10,61219440458657;1,0661594601907125;0,9308321009929014;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;12,174944755619212;9,040640932887626;0,290986289813179;0,5095512771516132;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;24,049740698904458;10,499094749683941;1,2050196276701644;0,9587096928053588;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;12,018806241295986;9,84475236771493;0,3479529839938142;0,5259740168481393;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;13,387118314607342;9,657444257842762;0,39780409927862515;0,5685996743414425;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;30,816542526604774;10,376398373943891;1,0949995720698416;0,9851012038869297;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;56,341149623973564;10,644844312208436;6,658625390232636;1,682356329997945;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;56,341149623973564;10,644844312208436;6,658625390232636;1,682356329997945;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,80936042018858;13,044643019089253;1,932700197998717;1,2357649105194937;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;19,56776239549186;12,486905797558316;1,8603938247829233;1,229639834830625;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;20,56501873707554;12,851585335271844;2,1060674501588683;1,302548406248219;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;63,87891006707398;11,266365757953805;7,493737475748366;2,4507884877731434;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;47,71585786245631;10,91016820732471;5,807633340064801;1,9901613558487987;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;50,19530824729674;11,164580099878059;5,941705848538431;2,024411826226293;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;4,0266593485855795;5,454689968389382;0,43048202734016106;0,5243881454012244;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;4,038301792488102;5,461123871341331;0,42450735713539084;0,5027042533874044;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8499896517078835;5,225002851501604;0,46200952340237006;0,5194447187156993;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,005931296290988;5,480671155878937;0,5002099315789891;0,5404667590660516;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,9913720623396967;5,478491395033839;0,5170349072908141;0,5483355235548901;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,9913720623396967;5,478491395033839;0,5170349072908141;0,5483355235548901;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;4,1196495672156255;5,5184344630428335;0,49842243897660926;0,5625598008699121;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,928628226480987;5,4286782996354885;0,48100943846271416;0,5287716800102058;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;4,0626917310355495;5,539568063860037;0,48080276545284695;0,5329813355799584;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;4,033610347301124;5,482633286675426;0,442095941755819;0,5311414706194157;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,996015122164556;5,429586275009932;0,4510972584937921;0,5355612312134801;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,791887133355809;5,289744909665256;0,4271496158941108;0,496844035729646;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,9062232183331047;5,365175635554901;0,45528528930949325;0,5139988709613426;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;4,1886229867664895;5,570015752071187;0,4765822190831646;0,5549021313171345;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,808719039474807;5,996467659673417;0,559894642221311;0,7054704321891565;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;4,1886229867664895;5,570015752071187;0,4765822190831646;0,5549021313171345;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,457314057175841;6,237274871493543;0,6243982928394901;0,7396186425673925;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;7,648947624103202;6,13759819482336;1,0666784487637002;0,8936666373812402;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,099948750342357;6,434934320478523;0,5069290886470093;0,6542876976386802;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,02221285264294;6,494990497566678;0,4903890777735486;0,6363801935876986;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,02221285264294;6,494990497566678;0,4903890777735486;0,6363801935876986;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,576236448732725;5,682937784519579;0,37933877432959934;0,5235672945629977;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,431747621456383;5,64847728024636;0,29489854373426905;0,4811585331455544;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,146350102761616;5,66870797917779;0,3568573377657794;0,5420352948486176;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;5,955489187960609;6,236835726890071;0,6165568133512707;0,7393864876146752;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,77704774379575;6,009177524596453;0,4971744887909279;0,636374993832252;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;5,249757852341616;6,239895386942502;0,5363874893495015;0,6653306662635583;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,857384067758941;5,594115776465078;0,4418018866152434;0,5982041744795115;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,449746056021329;5,664804474388003;0,5555460147684498;0,6722662393701846;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,947094320115509;5,665230210051943;0,45253144467117656;0,6074467811444273;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;6,700286852398505;6,703401679591702;0,4929566672734482;0,6713686513674444;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;9,545170574793417;6,74429020314422;1,0664185685486531;0,9200487274734221;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;5,692459268637433;7,141414164671373;0,4781185967069252;0,642246026439867;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;10,125960502823697;6,791270071945685;1,2283335684478223;0,9636344725146438;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;7,922183391925741;7,221464028901195;0,7393177881332753;0,8428025933221138;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;7,922183391925741;7,221464028901195;0,7393177881332753;0,8428025933221138;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;11,355762359307292;7,113549057935;1,5603438556652447;1,1755198555002966;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;9,196508367522808;7,048268608342829;0,9582113600744455;0,9504313765696495;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;11,838281382830225;6,956460725197625;1,7038725144833362;1,1908908149928017;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;10,40560446857133;7,094452430203126;1,2954058384507123;1,024397735131934;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;8,015708837741377;6,98572300892924;0,7613876975345315;0,8350944901329823;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;9,249539688973654;7,113192826755921;1,0126417000455799;0,9639431116015698;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,916705992845442;6,838050083817776;0,7932097272740926;0,8429849311764006;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;13,486644640326547;6,995067668742397;2,183142009453893;1,3233854482119825;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;13,486644640326547;6,995067668742397;2,183142009453893;1,3233854482119825;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,9139097144696637;5,374931608514201;0,41719036999625714;0,49450784387554586;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,858269799743127;5,282233743801055;0,4266502964539189;0,4981882929622666;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,858269799743127;5,282233743801055;0,4266502964539189;0,4981882929622666;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,8757405058478174;5,342931926444189;0,536559824313165;0,5534873542138784;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,0530556274005445;5,544088962147837;0,5027673132107231;0,5512235527867617;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,0530556274005445;5,544088962147837;0,5027673132107231;0,5512235527867617;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;4,094962767285096;5,537004609977393;0,4945312518302966;0,5459982105920176;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,9694762126337695;5,438057732553283;0,48188291535126704;0,528274291444668;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,9694762126337695;5,438057732553283;0,48188291535126704;0,528274291444668;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,8895009199604336;5,351044599023898;0,4302987350981662;0,5041544396775504;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,84871244508073;5,295061891527614;0,43065640864703886;0,5087122646285436;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,865465130193468;5,322573413734102;0,4396353732802824;0,5147915271773686;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,9475413856230914;5,43395565654339;0,4612257474662545;0,5237163725443608;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,9915120199905774;5,4459604175345415;0,45364979836355734;0,5213093383584236;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;4,001149832883793;5,447041372265245;0,4885255306994955;0,5486405458284135;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;6,679867259258066;6,291982863034444;0,6873947741814614;0,7290534139111029;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;5,115942923619515;6,112451986864869;0,3516564136486778;0,5710052361525789;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;5,587980302674237;6,211689361442611;0,391596436857662;0,611308986984213;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;5,10903497450552;6,6972205110134615;0,49798286258321556;0,6703571053730368;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;5,474858057211684;6,55598452364138;0,5387267730093656;0,7053929883957504;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;5,474858057211684;6,55598452364138;0,5387267730093656;0,7053929883957504;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;7,125837191934913;6,389054491711808;0,6619963658939535;0,7917141320114441;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;7,924981008438788;6,354039850580581;0,8484194330315107;0,8656328264259153;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,1565446551711425;6,471738746639038;0,539907158417375;0,7181570063995991;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;6,305562115568207;6,295705314091945;0,5051253869764476;0,6843031530669725;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,352582888434907;6,32263694280662;0,3136351816903541;0,5158362411494802;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,352582888434907;6,32263694280662;0,3136351816903541;0,5158362411494802;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;7,348968628531102;6,229188627387356;0,7684491740921758;0,8354838051634695;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;6,155654766362776;6,3502839091223455;0,6019761349421038;0,7285525786934106;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,370580633020099;5,9748929762682375;0,7007248591651487;0,772344114866257;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,602998871340254;5,940756420228655;0,5368290165316102;0,68185213700887;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,491097103844113;5,936377599802501;0,5143362898544712;0,6658381307204598;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;9,903117838871992;6,284699981288627;1,269834844700213;1,0460701170042517;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,223294069144315;6,701765388054712;0,48635126499045345;0,6296982349023742;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,455143781711425;6,437588909066219;0,48558997312022517;0,6548191140018116;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,455143781711425;6,437588909066219;0,48558997312022517;0,6548191140018116;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,205165269878593;5,8386492342022915;0,3492524584485788;0,5495852135264916;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,993040921172637;5,778297498023936;0,34093923545038013;0,5311765563511428;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,0512597321224995;5,623875590174326;0,3803307248061607;0,5477482467076957;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,633356346301239;6,142563049392454;0,535472926738151;0,648907075304071;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;5,291971675354462;6,066137967053159;0,5051354497730172;0,6639498622483847;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,9308905376402405;5,967884601061714;0,4911857307895381;0,63901588989779;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,843812151027144;6,082627495842664;0,5981316254845449;0,6975249826949527;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,991768886253617;5,624249239138958;0,4251663546225166;0,6034542232189781;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,497965051831541;5,599743536368614;0,5455491693259713;0,6749194882839697;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;17,44044421978236;7,683506994296906;3,393530089835005;1,6666111046323366;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;16,806909969418573;7,614056320463584;3,2010295314766464;1,618231977234396;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;16,055509108930615;7,715378439783996;2,80541009944347;1,5324725407615158;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;8,225624510667624;7,460684708081836;0,7248562229172767;0,8448871488131302;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;15,189943795173903;7,58892920526081;2,8394233768242243;1,437043444748864;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;15,189943795173903;7,58892920526081;2,8394233768242243;1,437043444748864;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;9,049113167290836;7,255677486376142;0,8335719969669161;0,8795736463590178;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;5,970057964554659;7,290607977599432;0,4509658801308264;0,630406595152743;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;5,970057964554659;7,290607977599432;0,4509658801308264;0,630406595152743;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;9,30213204785429;7,535580750063553;1,118031515922697;1,0165651071974817;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,586848370993995;7,606010351944101;0,9227290151765286;0,919262242804849;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,586848370993995;7,606010351944101;0,9227290151765286;0,919262242804849;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;10,212195638720557;7,200660662391751;1,0652274053314352;0,9920055523713068;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;16,34411151323226;7,244841198979469;2,921536395936496;1,508695908924412;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471373025964611;7,172763461667329;0,874773205600696;0,8913245307446442;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;11,807072100729977;7,2457953728489395;1,488624243542261;1,1527357847794995;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471947108743612;7,366653570753013;0,8492862463004464;0,8724787608032287;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;7,471947108743612;7,366653570753013;0,8492862463004464;0,8724787608032287;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;6,303656089012053;7,080126834735552;0,5221887413598708;0,6841196774427718;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;9,427808555442926;7,1179985725303565;1,0528992806728101;0,9863910133290418;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;9,427808555442926;7,1179985725303565;1,0528992806728101;0,9863910133290418;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;9,150092670803131;6,82806235510483;0,8572378499399119;0,8752208067466654;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;7,717059857575696;6,800156897253276;0,7324586338632687;0,7963498764635241;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;7,717059857575696;6,800156897253276;0,7324586338632687;0,7963498764635241;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;8,843361564404624;7,255318189431765;1,0311281038227151;0,9819924844890178;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,714865599144137;7,265891581475137;0,9032938459749478;0,8990384201931346;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,714865599144137;7,265891581475137;0,9032938459749478;0,8990384201931346;TAT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,471420096172088;6,897718961049787;0,42232806752830654;0,5943062349710022;TAA
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,648234396928926;6,931733838594167;0,4539407708372389;0,6055625556645572;ATT
NonSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;7,238418086984916;6,955898962237618;0,6166978196116827;0,76803028342769;TAT