model;dataset;fold;masking;MAE prefixes;MAE;MSE;RMSE;configuration;time value
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,8630648868836857;3,0354296209812164;0,1528685832662942;0,26872415156412244;TAA;times+durations
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,9554319997777914;3,0835493564605714;0,14909197952520842;0,2732406481346092;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;2,3044252260502116;2,751858829021454;0,14407377529681606;0,3069109885647781;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,8983266882782892;2,632798978328705;0,14484854592228563;0,2738218242197781;TAA;times+durations
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;5,761850119536924;3,5961454229092036;0,9951785250104279;0,8026402362290597;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,0063512128622003;3,5729127819613207;0,4936523435258994;0,4259624426803538;TAA;times+durations
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,0014381806553656;3,0396056373914084;0,626601666255639;0,49776267701013477;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,439276259583791;3,124634126591128;0,6110731069451534;0,5139512535227252;TAA;times+durations
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;1,6202766169271494;2,3744535383678254;0,11123339300900538;0,25694167587497624;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;1,8696915949010509;2,3762435444420382;0,10717968477890337;0,26458812623424954;TAA;times+durations
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,8456264150209045;4,079817903378317;0,6475159111372477;0,5910697343885641;TAA;durations
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,686157490774985;3,8009377605011387;0,5714534638709267;0,55675183836271;TAA;times+durations
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;3,8248521595734815;4,377103068645184;0,1542613061366611;0,33074742987594635;TAA;durations
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;3,178706851170973;3,765208744635949;0,0885322541390092;0,25892773794417645;TAA;times+durations
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;2,665070473205731;4,035314285977287;0,06441254286179927;0,21980219817523677;TAA;durations
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;2,470747151135786;3,763729575257864;0,06262091782640983;0,21548459632723324;TAA;times+durations
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;2,5136849621662902;4,109190550318525;0,06884868055540498;0,22260842599565658;TAA;durations
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;2,6127430788564285;3,693003805868465;0,08338797567896279;0,24820301454010787;TAA;times+durations
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,0889889075143193;4,197835562061462;0,07992136040067507;0,25908682036526365;TAA;durations
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,380390887820993;4,085572094910006;0,0871898435288412;0,27599189466716234;TAA;times+durations
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,5448652771356897;3,918059644121561;0,06734338710623342;0,2234781726184407;TAA;durations
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,313012110325163;3,6845394859773033;0,056220604363914774;0,19875384149553801;TAA;times+durations
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;49,497481130720715;31,48704231530428;1,6380772640035484;1,2406486612399998;TAA;durations
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;59,38778828837037;32,46723374724388;2,18199286401366;1,4219106642152526;TAA;times+durations
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;29,14464251474555;31,811774722627693;0,4049669018108365;0,5746577424428262;TAA;durations
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;31,561933296367556;31,0623345477087;0,5436973291581079;0,6990265485198527;TAA;times+durations
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;22,082370907912562;30,386022528203632;0,30516558132058336;0,470279206387596;TAA;durations
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;21,560568105252425;31,354985016469772;0,3410064447401821;0,46070332168394873;TAA;times+durations
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;20,445144201474875;25,70969613471834;0,5253448772573059;0,5944039432926318;TAA;durations
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,434662001225963;25,836703835147443;0,45739388948109405;0,517957779024004;TAA;times+durations
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;21,643480917644546;26,05058070538575;0,553748838946251;0,6740761952911787;TAA;durations
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;24,391577449274703;25,94264341883091;0,6051918426735237;0,7313774666041346;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;53,76790898653006;81,13565524804939;0,2447799559533583;0,40399489365625463;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;83,73172375687118;84,61985801956028;0,3633914142975321;0,5665012691187684;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;61,400175322663216;90,30603410629999;0,29398390012048325;0,45256260918852476;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;60,58651942937147;82,70499344780332;0,27502736232683156;0,44921150596901066;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;45,71257896696122;89,45430638449533;0,32235760825068505;0,4273770143677969;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;60,31230661297345;99,27600925990514;0,36307951050254406;0,49474271295776784;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;89,2537021012237;96,16371313730876;0,5519352150265423;0,6646996632778585;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;82,78988887157585;98,23526393665986;0,48957802037256054;0,6290398328265419;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;58,57969934290106;85,11298990249634;0,2885622092007631;0,4449162167151261;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;63,90386121236917;86,82110635439555;0,3230864595026629;0,4838772103783082;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;27,28407043510997;10,615787087000294;1,530130362933063;1,0541905319579872;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;28,282971991437094;10,691858945470868;1,5891535910597991;1,0685541291253324;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;9,81192525048763;9,170889175937162;0,3289448644965214;0,48165220784906554;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;11,557629822760598;9,301628824985228;0,2690569386515531;0,4815866572145282;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;22,18931300066029;10,246790938203121;0,6875971980712491;0,7850722427915257;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;19,666141729891635;10,133034470766486;0,6263665874724231;0,7193615874326027;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,620458369203266;12,485124938947669;1,902948792144938;1,223747976082332;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,339886343478167;13,293645058900623;2,068175077169519;1,2615318354724827;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;33,736764418435016;10,839017518062507;4,279561575301894;1,6086484277345203;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;34,74246409468413;10,562481442581763;4,661280773669217;1,6557799846444476;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,565817323084715;5,021441692428261;0,34324073968279856;0,4311296709933447;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,195991950574984;4,736243457789056;0,340982669931423;0,41236489550746663;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,2193056459073763;4,780638643101519;0,41222838854282046;0,4531019921097274;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,431458837926477;4,973420075450662;0,41327664342213244;0,4663798976366488;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,392945928989717;4,930657887433193;0,39395339847618954;0,44966549357156893;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,3359703811555863;4,862629508943758;0,397730178754256;0,450745090927044;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,198098453989164;4,757209099878106;0,3466942605096101;0,41937983130785317;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,282936805213048;4,844843444860738;0,34903854596398837;0,4264921320962245;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,2395672612463056;4,7813016042804515;0,3729997180791219;0,43579884382319906;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,2914794486425576;4,797144053871578;0,3798057954043456;0,4476319127940347;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;4,887599196773025;5,305457767008683;0,45402626153678166;0,6205764274678298;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,2745636018168005;5,490211469711321;0,4852847953785488;0,6427316000250917;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,934350185835284;7,071758316173595;0,5644293834799006;0,6971948091182127;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,034619343267947;6,086772322524298;0,513930603542202;0,6503404695945336;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,419707887461741;5,22881370277277;0,2997841491998943;0,492848404425188;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,348826408005387;5,5963686515710185;0,3179291079914969;0,4837982762094942;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;6,343433086889336;5,8150147320381524;0,783037781716589;0,7848205550061271;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,2918760218218655;5,669032792335954;0,51816161967198;0,6389739138787096;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,877549311047579;5,093878450815987;0,4481272264451028;0,6156221836719381;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,9001600862933135;5,289221680618723;0,4281362596141049;0,6082133464810338;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,930078822452418;6,702500054376446;0,36205360973510997;0,5620693842849461;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,630967045763949;6,657583318744591;0,3204272539831515;0,5199774409393847;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;4,958039921576386;7,127124960857254;0,44347433386577806;0,594908396027894;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;5,539870001927175;7,227451269544416;0,4745265918140008;0,6428590998495338;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;6,218532719833697;7,021926601411485;0,6291156962450122;0,7313504225708745;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;7,037981719592872;6,969929840353735;0,7381351784014472;0,8213954684232121;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;5,071551200074934;6,912901864032279;0,4389938471514627;0,6058025818647398;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;6,613222582806953;7,0345954120035925;0,6540682228650101;0,7626781518298859;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,004692088927838;6,779295276833215;0,7805262298536546;0,8034940611027499;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,3657171487127098;4,832562564392008;0,36395066336635457;0,43873685870747625;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;8,64839586944205;6,789007971028763;0,9797555777321353;0,9034118060872958;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,3303826973567254;4,823886356389689;0,3491966526387515;0,4259382332097101;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,6026137878846742;5,117517552163981;0,4429249501735159;0,4947048874920958;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,451842000961665;5,00724896591637;0,4427030235947917;0,4858340402011203;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,3626368213792337;4,878642237196035;0,41265607439637403;0,46106775744634726;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,3606554259623085;4,863797451464498;0,39325985749789183;0,4527160792109315;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,3202141061251638;4,837629766902465;0,36688910643219885;0,4446913255188194;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,3218773653040703;4,7744391311441;0,35061125300520996;0,4385266983327653;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,1587969832242155;4,702486606612158;0,3708019208090347;0,4247400099420284;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,2394974057183528;4,781095153514492;0,37246161357207835;0,42978104444421494;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,771401883643303;6,063489933377897;0,28943722881778444;0,48623565272880065;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;5,527512163052393;6,2019871614920525;0,41113570301881863;0,6162158421736281;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,979180797017242;6,545897730629504;0,5119122355410981;0,6766453188067357;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;5,733513068921436;6,3140475223293935;0,5755485425810628;0,7243501672822271;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;7,5436729999294565;6,417839479875755;0,792601650317303;0,8590369059324996;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;5,4953734347920244;6,645471176873612;0,5961802432539259;0,7407984662709094;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,602793175081418;6,311885195497743;0,35428880872361035;0,5649409236023216;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;5,130942675841952;6,233220789176726;0,42554097130742574;0,62475334084859;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;6,2901742273452905;6,254531852134847;0,6674541227840456;0,760394628462855;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,5457630777784575;5,691358770492587;0,5892694394265211;0,7085861457222195;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,948072462183788;5,545980065337343;0,6170894180784373;0,7212474707332316;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,828569189952715;7,02189172031582;0,6283686614806109;0,7138080468235727;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;4,816002333348675;5,876101034084086;0,4415566057422953;0,6062392019533819;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;3,7698422498801456;5,61078101928745;0,26781490125386836;0,4426901539151524;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,4296927924827845;5,2226418264742405;0,3165214278505465;0,5014331636972201;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;6,572066277603238;6,148459282071803;0,7235558477865593;0,7901327498639809;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,456487618622252;5,655108141488042;0,48340421107845155;0,6212240027975299;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,983298284272749;5,590891807757575;0,5338986647736607;0,6657958778801933;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,169620855042352;5,274154981422852;0,47220689431521956;0,6233598735173733;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,687623920451239;5,122485913770616;0,41053415801701115;0,5856310882349116;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;7,554221212908525;7,4785613526107495;0,8244720767034951;0,8577623053255199;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;9,245483284623127;7,610421019447081;1,1252569119110503;1,005000207932613;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;5,677436858111392;7,871819097918409;0,4902306101816968;0,6432822509308627;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,270824819792188;7,3735209989335395;0,49392225316538624;0,684035278210614;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;6,524499685236555;7,278324771208303;0,5861026514811225;0,7163619354766991;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;9,187501959059228;7,426540765480915;1,036761168172762;0,9673565619805464;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;8,014912026898756;7,560673675489622;0,9279368323689228;0,9226851514703803;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,784329589443537;7,419956436742356;0,9901533111849845;0,9471391163414867;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,609486502651204;7,130763213036607;0,5078482797056846;0,6462254836990112;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;7,449336206369344;7,241907525907682;0,7465937577813102;0,8035107670208158;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;8,368222219593127;7,134167252150663;1,1095040246186538;0,9972046656100781;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;8,045238840871782;7,214549807492148;1,0147745038441538;0,9852599149905675;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;5,1391183694153435;6,954127730157738;0,47151799454920545;0,6293808695113572;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;5,244528698075982;7,032780130778104;0,4466013820502562;0,610943914813694;TAA;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;6,907212354168009;6,8846510697758;0,587233061924313;0,7434361855968014;TAA;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;7,9339802968317645;6,68342280290408;0,8313256232436929;0,857948731613577;TAA;times+durations
