model;dataset;fold;masking;MAE prefixes;MAE;MSE;RMSE;configuration;time value
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;9,320324807227465;6,865125654126833;1,1726599825583166;1,0060741966687248;TAT;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;8,312595461003573;7,289014752558573;1,1919563045939239;1,0398669859078349;TAT;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,515973438836066;7,279271081000387;0,8895520052207984;0,9045546524926346;TAT;times+durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,953303648283837;6,991960121250245;0,5222718102821259;0,6670099409082207;TAT;durations
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;10,211714200180356;7,072294504891512;1,1479783389496825;1,0233692343307808;TAT;times+durations
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,6617483944653866;3,002054044723511;0,15244808893770628;0,254778982852784;TAA;times
AllSelfCrossAttentionModelTFG;env_permit;0;no-mask;1,6512948222802695;3,0864847226142884;0,14970511575386744;0,24820508279772782;TAT;times
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,0951402551294156;3,6874863148674253;0,483107674123123;0,4269542173057682;TAA;times
AllSelfCrossAttentionModelTFG;env_permit;1;no-mask;2,508746071363421;3,800789609199434;0,49760120172937466;0,46222508028174597;TAT;times
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,625732831653314;3,4236601249192113;0,6866116470055424;0,5419281831442938;TAA;times
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;1,8307890416620347;2,5742068785813546;0,12312815130095639;0,27208782669105047;TAA;times
AllSelfCrossAttentionModelTFG;env_permit;2;no-mask;2,2564741704430653;3,2526630722275076;0,6657783481571636;0,5247681573009014;TAT;times
AllSelfCrossAttentionModelTFG;env_permit;3;no-mask;2,0291070432325418;2,7316636577729256;0,13069112172900443;0,28799487798187656;TAT;times
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,434353770642229;4,033123607476873;0,6408589208665046;0,5526447070349172;TAA;times
AllSelfCrossAttentionModelTFG;env_permit;4;no-mask;2,916029752894654;4,115345210317643;0,6527258259199838;0,5890373498855054;TAT;times
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;2,9316712362661983;4,654203342657823;0,08121114979913356;0,24608869845241443;TAA;times
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;3,041354312234484;4,6244774831007724;0,07814228321606972;0,24585806276234395;TAA;times
AllSelfCrossAttentionModelTFG;Helpdesk;0;no-mask;2,8300764184264215;4,509720527942364;0,08121487137757952;0,24491731330460192;TAT;times
AllSelfCrossAttentionModelTFG;Helpdesk;1;no-mask;3,0290740456655776;4,514568378096041;0,0836440644209905;0,2513664893484246;TAT;times
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;3,386808353651172;4,815086128155878;0,0848320176215694;0,2617636969872962;TAA;times
AllSelfCrossAttentionModelTFG;Helpdesk;2;no-mask;3,0189590109433304;4,609047292931679;0,07850853649240866;0,24702511596858825;TAT;times
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,513473453725879;4,928818814251401;0,09487182649094052;0,27556393854447375;TAA;times
AllSelfCrossAttentionModelTFG;Helpdesk;3;no-mask;3,008836354135416;4,5939723118365;0,07888303556883104;0,2486151002616864;TAT;times
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,5025125186578885;4,436219088409258;0,06486613554603493;0,20164376379339716;TAA;times
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;55,2556960493037;32,74294713512063;1,9757205174533805;1,3556354084938738;TAA;times
AllSelfCrossAttentionModelTFG;Helpdesk;4;no-mask;2,7394146781041564;4,572631068111207;0,0727363852839883;0,22413720142413396;TAT;times
AllSelfCrossAttentionModelTFG;SEPSIS;0;no-mask;55,79729985461573;32,12788876270255;2,013927089212219;1,3676151012924267;TAT;times
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;30,499048487483936;30,044958678451746;0,42377533119880345;0,6182273799761798;TAA;times
AllSelfCrossAttentionModelTFG;SEPSIS;1;no-mask;27,53456385978686;30,13768531556602;0,38440458230603214;0,5686250348180658;TAT;times
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;17,910423185581475;30,261092267357387;0,261529358525761;0,39863540784326884;TAA;times
AllSelfCrossAttentionModelTFG;SEPSIS;2;no-mask;13,526983907558122;29,104104412289765;0,21979431798178903;0,3265540715760652;TAT;times
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,321732980656538;25,765571463816237;0,4591618122644369;0,5166304142991129;TAA;times
AllSelfCrossAttentionModelTFG;SEPSIS;3;no-mask;16,02851774173693;26,837695083995857;0,4322647454719943;0,4943559564088195;TAT;times
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;21,891718196886412;25,128631215639064;0,5113528909306607;0,6530062632968404;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;69,81765582818043;87,72588445607899;0,31745098612186384;0,5000171444063831;TAA;times
AllSelfCrossAttentionModelTFG;SEPSIS;4;no-mask;30,344688124765025;29,16378985291318;0,7949393561999126;0,8545931628933124;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;0;no-mask;58,862476023144325;90,85147803963967;0,30285502411529663;0,44643309934902636;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;62,74773657673172;87,99012700035459;0,2898618296182533;0,4511197919364176;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;1;no-mask;52,68144109419414;88,77520445869082;0,262302963198523;0,4091621289772558;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;48,31323116358713;97,38474884033204;0,3759369405482765;0,45216896977164905;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;2;no-mask;48,31323116358713;97,38474884033204;0,3759369405482765;0,45216896977164905;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;77,14610243819253;98,74252047258265;0,418878716524954;0,5787883510946821;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;3;no-mask;98,10523401232733;97,30392519632976;0,652158869851217;0,7183485701549338;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;41,620315262314044;76,78848643104236;0,2412260264572317;0,36712609772556315;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_closed_problems;4;no-mask;62,104830960793926;83,88283467292786;0,3221313311452501;0,4748771785462106;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;22,709345398514664;10,549745190775756;0,992366680855635;0,9120956248170858;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;0;no-mask;26,48884076702995;10,410788103422044;1,4321811845992953;1,0197068957306796;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;9,44803534624341;9,820949964017176;0,26459938247540804;0,4359684337925388;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;1;no-mask;7,912813909454032;9,304391710118875;0,2757965359587474;0,42642324823444966;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;19,270913757719175;10,310329729272414;0,6317442538353087;0,7040126442819028;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;2;no-mask;18,317930586277786;9,720766604804782;0,617209536695677;0,6304445455656328;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,533020460365567;12,307355098678904;2,0241459360558327;1,2703330567861808;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;3;no-mask;18,056653696738593;12,19615631506352;1,9490165219514848;1,2457834402298418;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;26,419536076239805;10,78520823777777;4,326576610650992;1,4357231969246507;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2013_incidents;4;no-mask;50,695361172502146;10,954533801010225;6,5769354131120945;2,1404551800648766;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,763457148336715;5,2421020547848345;0,4256302605588529;0,48904899378359;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8131569370720886;5,291500430574201;0,4221198889170515;0,489532502236522;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,059825306061899;5,564774719374668;0,5222297931722861;0,5516102604325597;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,8549058353337684;5,379698193215343;0,5066475591065376;0,5326345673624129;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,875737055953826;5,4111989219798025;0,48341857754290013;0,5204929251075335;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,842920143439463;5,38005936332047;0,4713698361996484;0,5125604741058609;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,694705764203169;5,23527101132228;0,42336075958406627;0,48616780789963715;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,7938377835655035;5,330208046039815;0,41899682249782466;0,48862249312091016;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,784848088170426;5,28806481983798;0,45420938158517643;0,504890688368224;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,057068482933123;6,189201581688643;0,6175386212730929;0,7136899612320662;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,814839057724441;5,324089436340744;0,4487000044326439;0,502993964944413;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,069609418378367;5,849394308547048;0,6423452688392501;0,7370509007603655;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;4,871719693643621;6,602518091446983;0,488529679225759;0,6300086346845619;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,3583531746863;6,783812290077919;0,5173880123833463;0,6508331005597336;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,276014073763508;6,693807685747743;0,35107445610699956;0,5364188311433757;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;5,27389371468231;5,658828575962356;0,4491074940770843;0,5920590835874984;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,594154280582282;6,111334010059464;0,5028900844631137;0,6372516724324502;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,779846534487824;5,995636036426856;0,49891509644591375;0,6391530466510851;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,206055193628158;5,53036753786519;0,5488593592470496;0,6582026358369129;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;5,655435158938214;5,456659484069978;0,6316780912705287;0,7070179140529358;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,80990188509596;6,716686023179297;0,35070661986939183;0,5500628418807667;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;0;no-mask;4,828210382451593;6,604557193101867;0,3509860428748034;0,5497958193071638;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;6,575877977219094;7,168870674002329;0,5752789623900154;0,7437092801199248;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;1;no-mask;5,415446341753165;7,225552844114718;0,4934307353911191;0,6541415679033777;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;6,721847654875186;6,975751957919703;0,697056714246468;0,7924391586863898;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;5,40042930616266;7,022756172657647;0,47032654467699025;0,6467853929207177;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;2;no-mask;8,435200800541695;6,973143550047434;0,9191751312584436;0,9278783967478046;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;3;no-mask;8,315245573541496;7,091889245036222;1,02522617850651;0,906139931885931;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,354686187565982;6,826383031128596;0,6929411804446627;0,7852184765131307;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,8045645013375906;5,289719449562713;0,42013348999409655;0,48774728647044246;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012;4;no-mask;7,678977166208312;6,7936285155290665;0,8354150442751042;0,8345460953726762;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;0;no-mask;3,7293453646254644;5,1977306314382155;0,4310693070066604;0,4915812109456819;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;4,040905443648844;5,521338866178031;0,5044987674657423;0,5420326083414705;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;1;no-mask;3,943891542871353;5,446993968468704;0,5059053949424308;0,537383556820167;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,905110837258489;5,435023856110207;0,4681281861060521;0,5156623425193879;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;2;no-mask;3,94707842169818;5,4430533960605665;0,4773865610973965;0,5226089888217144;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,735033247773101;5,245050684889245;0,42685961716203297;0,49298529397468427;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;3;no-mask;3,785346562832181;5,346029330656356;0,42804012536832237;0,49237662199527304;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,84050690508174;5,348786020999073;0,45052546979584673;0,5064620959923304;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_A;4;no-mask;3,9163910574634557;5,417238473506421;0,4504449637254252;0,5087950441928234;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,7757475321807297;6,112316360695468;0,2784452561826956;0,4732787483219718;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;0;no-mask;3,696250808372871;6,094637437456884;0,2804457954616747;0,4711193869962802;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,838936048741563;6,504108912228043;0,4897321886365483;0,6627591780704846;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;1;no-mask;4,903978335283302;6,547277962622036;0,5366853757442003;0,6843541524946033;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,141557157815725;6,47013391969786;0,5999501906750535;0,753139447876737;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;2;no-mask;6,562386306686117;6,418844865581204;0,6345350320504083;0,7780441702915425;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,025887224551705;6,302615208835681;0,3025112705405656;0,4940450788813254;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;3;no-mask;4,521629730563786;6,288432701335813;0,46191841782787163;0,6297151319629471;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;5,9111739946303485;6,093515265656055;0,6516154494251282;0,7486065120713007;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;6,037484936206267;5,864685997794532;0,6762890555055343;0,7476656089415277;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;0;no-mask;5,493900605243268;6,040909819913489;0,5171280453119594;0,6689605936370538;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,180851967596867;6,777777006446142;0,5078011957915999;0,6482346830163997;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_Complete;4;no-mask;5,8906693306899935;6,190618736892738;0,6112793542494476;0,7328893336152033;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;1;no-mask;5,0585335050748625;6,531958792611337;0,49154294095326895;0,6368012314748533;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,067201973178557;5,668033215616431;0,2963232830851742;0,4727338713299971;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;2;no-mask;4,3832564976906205;5,6208867293649485;0,30198595569438025;0,4937110959872717;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,727583745265669;6,189199410507391;0,5629654295081487;0,6700682499376728;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,664093604592693;5,4541193018980625;0,4550178545843099;0,6031216678422596;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;3;no-mask;4,727583745265669;6,189199410507391;0,5629654295081487;0,6700682499376728;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_O;4;no-mask;4,896555175969269;5,632833285983902;0,43761148376393344;0,6043202359440579;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;8,27269483786007;7,509631730921913;0,9142770249547318;0,9070752440596332;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,280479841312414;7,375231174908522;0,5449393535190968;0,7068594027188657;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;0;no-mask;8,933021060125139;7,437352303521398;1,092302071019834;0,981299894688276;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;1;no-mask;6,295199440486364;7,281346297458737;0,47864805212209477;0,672680477755431;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;6,874040894387603;7,324696978252832;0,5169073328182515;0,6952237066781821;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;2;no-mask;10,577651369233108;7,393143055811153;1,338502020073952;1,0742545535589023;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,355063855920159;7,470198105556733;0,8593429381353773;0,8843063860709832;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;3;no-mask;7,954941513863783;7,879970261178938;0,9958631039986026;0,9603004087497532;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,657112081933334;7,148612782372246;0,4972040144040899;0,6294185141069447;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W;4;no-mask;5,825039779894973;7,2059730083104645;0,46818468460190427;0,6282950284792537;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;9,561551453680307;7,194422546689734;1,1870769505467473;1,0679026314449471;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;0;no-mask;8,352081769861506;7,2439170266607125;1,036568827235414;0,963077923769312;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;6,448210775340571;7,164234167636549;0,544090619372121;0,7105701678235937;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;1;no-mask;5,968550826409156;7,360704091567976;0,5841781188748383;0,698164663292125;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;6,347906670229778;6,85630550753137;0,577620658069841;0,7127543962368648;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;2;no-mask;6,720117823972794;6,75930229329289;0,6268461974663042;0,7280408807807734;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,358487879141207;7,225076813736038;0,9963453308128831;0,9424399551784622;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;3;no-mask;7,09536539666585;7,112350081394096;0,8636131943925014;0,8786512353948719;TAT;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,498154830559068;6,919110059911094;0,44771559593459875;0,6129506991532605;TAA;times
AllSelfCrossAttentionModelTFG;BPI_Challenge_2012_W_Complete;4;no-mask;5,658335982150902;6,848663745466007;0,5107844187376072;0,6676407928699909;TAT;times